id,company_name,address,city,state,zip_code,country,phone,email,website,licence_number,doing_business_as,included_establishments,province,postal_code,dataset,source_url,crawl_date,crawl_session,dedup_hash,first_seen,last_seen,is_new
50,FRESHBURG CORP.,116 Lisgar Stree #613,Ottawa,Ontario,K2P0C2,Canada,,,,3BB6GTGX,,,Ontario,K2P0C2,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.578737+00:00,20260325_232013,249798357de72dbaa38aff3df7505d8b,2026-03-25 23:20:20,2026-03-25 23:20:20,1
51,CANADIAN BEAUTY SUPPLY INC.,3-9094 Leslie St,Richmond Hill,Ontario,L4B3L9,Canada,,,,3BBJKMGH,CBS,,Ontario,L4B3L9,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.578737+00:00,20260325_232013,c0271c91d121962c4bd2faae1a1852a4,2026-03-25 23:20:20,2026-03-25 23:20:20,1
52,Acecard Food Group Ltd.,2768 Rupert Street,Vancouver,British Columbia,V5M4H4,Canada,,,,3BBLBPWJ,Legends Haul,,British Columbia,V5M4H4,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.578737+00:00,20260325_232013,8a9eac26b579c7099da81c2e51bfa137,2026-03-25 23:20:20,2026-03-25 23:20:20,1
53,9436-6309 Quebec Inc.,614 boul Guimond,Longueuil,Quebec,J4G1P8,Canada,,,,3BBVCHDC,,"614 Boul Guimond, Longueuil, Quebec, Canada, J4G1P8",Quebec,J4G1P8,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.578737+00:00,20260325_232013,245d626938b33f522dadc07087b858c2,2026-03-25 23:20:20,2026-03-25 23:20:20,1
54,C & C Sandwiches & Pastry Inc.,686 Powell St,Vancouver,British Columbia,V6A1H4,Canada,,,,3BBYJRPM,,"686 Powell St, Vancouver, British Columbia, Canada, V6A1H4",British Columbia,V6A1H4,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,c559683b852be1d14ab0a557c3c2cbcd,2026-03-25 23:20:20,2026-03-25 23:20:20,1
55,FIJI Water of Canada Ltd.,100 King Street West,Toronto,Ontario,M5X1B8,Canada,,,,3BBYJWBC,,,Ontario,M5X1B8,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,e2a5b31f4cbfb522fa317779e209b33d,2026-03-25 23:20:20,2026-03-25 23:20:20,1
56,"Sysco Canada, Inc.",1570 Clarence Ave,Winnipeg,Manitoba,R3T1T6,Canada,,,,3BC44P9G,,,Manitoba,R3T1T6,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,b9378f321c9448df547e5bcbf769e47c,2026-03-25 23:20:20,2026-03-25 23:20:20,1
57,INTL ATLANTIC GLOBAL SERVICES INC.,165 RUE FRONTENAC,Saint-Jerome,Quebec,J7Y0H5,Canada,,,,3BC83XK9,,,Quebec,J7Y0H5,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,dac604fb1a00666cd2b30fd9326e14e2,2026-03-25 23:20:20,2026-03-25 23:20:20,1
58,LO-SONS FOODS INTERNATIONAL LTD.,5266 General Rd Unit#16,Mississauga,Ontario,L4W1Z8,Canada,,,,3BCKBPHP,,"5 Walker St, Sydney, Nova Scotia, Canada, B1P7G1 5266 General RdUnit#16, Mississauga, Ontario, Canada, L4W1Z8",Ontario,L4W1Z8,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,1e14a0b9cb0d1e18c2f8da394c273241,2026-03-25 23:20:20,2026-03-25 23:20:20,1
59,Richardson International Limited,2800-1 Lombard Pl,Winnipeg,Manitoba,R3B0X8,Canada,,,,3BCMPYR7,,,Manitoba,R3B0X8,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,fd9cdfdcd51ee80b368791ace16a20e8,2026-03-25 23:20:20,2026-03-25 23:20:20,1
60,MAXIM IMPEX INC.,2085 rue Fauteux,Laval,Quebec,H7T2R4,Canada,,,,3BCNC7MK,,,Quebec,H7T2R4,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,aeb6041397bbb6d8261c1d9b66c68211,2026-03-25 23:20:20,2026-03-25 23:20:20,1
61,16477411 Canada Inc.,76 baha crescent,Brampton,Ontario,L7A2J4,Canada,,,,3BCP8WCX,,,Ontario,L7A2J4,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,c1327e127c15b449223111291abb5632,2026-03-25 23:20:20,2026-03-25 23:20:20,1
62,1001308153 ONTARIO INC.,1288 Sunnybrae Cres Unit 1288,Oshawa,Ontario,L1H8E5,Canada,,,,3BCPBGY9,sweetunion stevia,,Ontario,L1H8E5,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,f5333f789d88534155b2c456de9c3b62,2026-03-25 23:20:20,2026-03-25 23:20:20,1
63,I Heart Boba Canada Inc.,3305 Trelawny Cir,Mississauga,Ontario,L5N5G9,Canada,,,,3BCRFBD7,,,Ontario,L5N5G9,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,fa0f60b20cae3b5ce38b2461ad554240,2026-03-25 23:20:20,2026-03-25 23:20:20,1
64,1834268 Alberta Ltd.,PO Box 5504 Stn Main,High River,Alberta,T1V1M6,Canada,,,,3BCVFFLR,Greidanus Honey Mill,"58065 530 Ave, High River, Alberta, Canada, T1V1M6",Alberta,T1V1M6,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,7bcd94347e6153ffb0f02ea7e42ff3ad,2026-03-25 23:20:20,2026-03-25 23:20:20,1
65,Z2 BEVERAGE LTD.,10309 102 Ave NW,Edmonton,Alberta,T5J0L1,Canada,,,,3BCW8FNK,,,Alberta,T5J0L1,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,55d42972e8207eb16605d13ea0345667,2026-03-25 23:20:20,2026-03-25 23:20:20,1
66,SWEET MAPLE CANDIES COMPANY LTD.,31 Penn Drive,Toronto,Ontario,M9L2A6,Canada,,,,3BCXNYKX,Sweet Maple Candies Company Ltd,"31 Penn Drive, Toronto, Ontario, Canada, M9L2A6",Ontario,M9L2A6,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,00063f3a2fae12524d99b99f579811b4,2026-03-25 23:20:20,2026-03-25 23:20:20,1
67,OCEANFOOD INDUSTRIES LIMITED,11520 Eburne Way,Richmond,British Columbia,V6V2G7,Canada,,,,3BCY73PY,OCEANFOOD INDUSTRIES LIMITED,"11520 Eburne Way, Richmond, British Columbia, Canada, V6V2G7",British Columbia,V6V2G7,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,4397b8defb503d1b035a15d1d4cb647d,2026-03-25 23:20:20,2026-03-25 23:20:20,1
68,Jodi Campbell,12535 188 St,Pitt Meadows,British Columbia,V3Y2G9,Canada,,,,3BD8GGTX,,"12535 188 Street, Pitt Meadows, British Columbia, Canada, V3Y2G9",British Columbia,V3Y2G9,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,42e98ad18e8beaf49f3e0f5a65f11011,2026-03-25 23:20:20,2026-03-25 23:20:20,1
69,ClearSolv Solvents Inc.,890 Clement Ave Unit 306,Kelowna,British Columbia,V1Y0H8,Canada,,,,3BD9BN63,,,British Columbia,V1Y0H8,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,da89b35c7d8a12295ef3f7100e42f390,2026-03-25 23:20:20,2026-03-25 23:20:20,1
70,Will's Food Inc.,1140 4 Ave SW,Salmon Arm,British Columbia,V1E1T1,Canada,,,,3BD9RRFK,,"1140 4 Ave SW, Salmon Arm, British Columbia, Canada, V1E1T1",British Columbia,V1E1T1,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,34fe0f148caab60d526b4997f56ab4f0,2026-03-25 23:20:20,2026-03-25 23:20:20,1
71,Versacold Logistics Services,316 Aviva Park Drive,Vaughan,Ontario,L4L9C7,Canada,,,,3BDCRLT9,"1026784 ONTARIO INC., VERSACOLD GROUP SERVICES ULC and VERSACOLD LOGISTICS CANADA INC.","1188 Derwent Way, Delta, British Columbia, Canada, V3M5R1",Ontario,L4L9C7,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,1d869c899ee98630badd71c3147fe26f,2026-03-25 23:20:20,2026-03-25 23:20:20,1
72,Lago Italian Bakery Inc.,12930 Yonge Street Unit Unit 1 P.O. Box 2914,Richmond Hill,Ontario,L4E1A8,Canada,,,,3BDGJCLF,,,Ontario,L4E1A8,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,95a39e1b6d78bd8e7545394c4aa646af,2026-03-25 23:20:20,2026-03-25 23:20:20,1
73,Les Aliments Lesters Limitée,2105 boul Industriel,Laval,Quebec,H7S1P7,Canada,,,,3BDKHRH4,,"2105 boul Industriel, Laval, Quebec, Canada, H7S1P7",Quebec,H7S1P7,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,748fb7514b4020fdc1d17262e5416ca8,2026-03-25 23:20:20,2026-03-25 23:20:20,1
74,Paul Collins Professional Corporation,199 Bay Street Suite 5300 Commerce Court West,Toronto,Ontario,M5L1B9,Canada,,,,3BDW7CMB,,,Ontario,M5L1B9,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,b0be5590be660986449c4cbc0afc2289,2026-03-25 23:20:20,2026-03-25 23:20:20,1
75,Pecherie Manicouagan inc,915 boul Laflèche,Baie-Comeau,Quebec,G5C1C7,Canada,,,,3BF94K3W,,,Quebec,G5C1C7,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,e7624dc7536a0de886cea31b576fa4a8,2026-03-25 23:20:20,2026-03-25 23:20:20,1
76,Bernice Trading Co. Ltd.,10 McNaughton Rd,Maple,Ontario,L6A5B6,Canada,,,,3BFJP7FL,,,Ontario,L6A5B6,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,1c48124a89e7ab705df95461b8519f59,2026-03-25 23:20:20,2026-03-25 23:20:20,1
77,"JUST NATURALS, NOURISH LIFE",353 Clarke St N,Woodstock,Ontario,N4S7N2,Canada,,,,3BFV3TXW,"JUST NATURALS, NOURISH LIFE","560 Dundas St, Woodstock, Ontario, Canada, N4S1C7",Ontario,N4S7N2,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,66e5d2b698b01be803da4f3da27542b6,2026-03-25 23:20:20,2026-03-25 23:20:20,1
78,Pacific Link Holdings Ltd.,12-4751 Shell Rd,Richmond,British Columbia,V6X3H4,Canada,,,,3BFW9LRC,,"12-4751 Shell Rd, Richmond, British Columbia, Canada, V6X3H4",British Columbia,V6X3H4,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,84759c681d70d8936ba55ea8bf792d57,2026-03-25 23:20:20,2026-03-25 23:20:20,1
79,Cedar Sweets Ltd.,10710 134 Ave NW,Edmonton,Alberta,T5E1J8,Canada,,,,3BFX3NBY,,,Alberta,T5E1J8,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,28e0407fa565f1814a083c301614512f,2026-03-25 23:20:20,2026-03-25 23:20:20,1
80,Sea Drift Fish Company Ltd.,248 Southside Dr,Nanaimo,British Columbia,V9R6Z5,Canada,,,,3BFXX9VL,,"248 Southside Dr, Nanaimo, British Columbia, Canada, V9R6Z5",British Columbia,V9R6Z5,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,473af324b0693b4b2b66a4bd7d95734c,2026-03-25 23:20:20,2026-03-25 23:20:20,1
81,9326-2285 Québec inc.,4783 boul Couture,Saint-Léonard,Quebec,H1R3H7,Canada,,,,3BFXXCW3,,"4783 boul Couture, Saint-Léonard, Quebec, Canada, H1R3H7",Quebec,H1R3H7,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,4c62b1d7a76f5ce3585f733138533cab,2026-03-25 23:20:20,2026-03-25 23:20:20,1
82,Echooo E-commerce Canada Ltd.,2911 Abbotwood Crt,Oakville,Ontario,L6J6V9,Canada,,,,3BFYVY9F,,,Ontario,L6J6V9,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,811f1590694160199d2402df0893285e,2026-03-25 23:20:20,2026-03-25 23:20:20,1
83,1941281 Alberta LTD.,23 Citadel Crest Green NW,Calgary,Alberta,T3G4W2,Canada,,,,3BG7PRC7,Grapes to Glass,,Alberta,T3G4W2,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,0361db4d9b9967b162cb84476ce11e5d,2026-03-25 23:20:20,2026-03-25 23:20:20,1
84,Kraft Heinz Canada ULC,700-207 Queens Quay W,Toronto,Ontario,M5J1A7,Canada,,,,3BG84PG6,Kraft Foods Group Exports LLC and Kraft Heinz Canada ULC,"8600 ch Devonshire, Mont-Royal, Quebec, Canada, H4P2K9 8600 ch Devonshire, Mont-Royal, Quebec, Canada, H4P2K9",Ontario,M5J1A7,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,6164013a366dde1d8dc33806e0cf2e4b,2026-03-25 23:20:20,2026-03-25 23:20:20,1
85,TIARA SHOP,18 roser cres 18 roser cres,Bowmanville,Ontario,L1C3N6,Canada,,,,3BGCP3TF,,"18 roser cres18 roser cres, Bowmanville, Ontario, Canada, L1C3N6",Ontario,L1C3N6,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.579736+00:00,20260325_232013,3f59cef005a84d9a081ea844e806c85c,2026-03-25 23:20:20,2026-03-25 23:20:20,1
86,Kalwood Farms Ltd.,16012 Oyama Rd,Oyama,British Columbia,V4V2E4,Canada,,,,3BGRWRH7,,"991 Salmon River Rd, Salmon Arm, British Columbia, Canada, V1E3G3",British Columbia,V4V2E4,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,0a2ddca2ab2c3a1a5400fcdb75478534,2026-03-25 23:20:20,2026-03-25 23:20:20,1
87,Burgess Enterprises (Sault) Ltd,21 Killarney Rd,Sault Ste. Marie,Ontario,P6B4N7,Canada,,,,3BGTBTFL,,,Ontario,P6B4N7,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,73abd548202a7d202fad3cd599496574,2026-03-25 23:20:20,2026-03-25 23:20:20,1
88,Kingsway Wise Diet Consultant Ltd.,5 McCaul St,Markham,Ontario,L6C2E5,Canada,,,,3BGY9RPD,,,Ontario,L6C2E5,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,06c7a63f0e7d07909346a476cb78ef90,2026-03-25 23:20:20,2026-03-25 23:20:20,1
89,Julie Pedersen,128 av Westminster N,Montréal-Ouest,Quebec,H4X1Z4,Canada,,,,3BH6KCMT,,,Quebec,H4X1Z4,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,aff18601cdf87acffd80f534e91d0eb3,2026-03-25 23:20:20,2026-03-25 23:20:20,1
90,Aliments N&S Inc./N&S Food Inc.,100-131 av Labrosse,Pointe-Claire,Quebec,H9R1A3,Canada,,,,3BHHDGMK,,,Quebec,H9R1A3,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,c233d94a33c28876a72edd23c44407db,2026-03-25 23:20:20,2026-03-25 23:20:20,1
91,KPGODIS LLC,"981 Beaver Creek Rd, Sheridan, Wyoming",United States,82801,,Canada,,,,3BHHR7DJ,,,82801,,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,cba88c739abdb6074ecd6f13639f533c,2026-03-25 23:20:20,2026-03-25 23:20:20,1
92,SHAKA ENTERPRISE LTD.,G1 - 888 NELSON STREET,VANCOUVER,British Columbia,V6Z2H1,Canada,,,,3BHK79Y9,,,British Columbia,V6Z2H1,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,c69cd887d2d2f117a9c6066c293678c3,2026-03-25 23:20:20,2026-03-25 23:20:20,1
93,Congébec Inc.,810 av Godin,Québec,Quebec,G1M2X9,Canada,,,,3BHKBCXR,,"225 Rexdale Blvd, Etobicoke, Ontario, Canada, M9W1P7",Quebec,G1M2X9,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,c2ff9f1f20960345081bff5150dacf04,2026-03-25 23:20:20,2026-03-25 23:20:20,1
94,Refresco Canada Inc.,4810 76 Ave SE,Calgary,Alberta,T2C2V2,Canada,,,,3BHXYJNF,Refresco Canada Inc - Surrey,"6525 Viscount Rd, Mississauga, Ontario, Canada, L4V1H6",Alberta,T2C2V2,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,1660c840df56357abbb9e69302d5e66f,2026-03-25 23:20:20,2026-03-25 23:20:20,1
95,Dobore Corporation,31 Loire Valley Ave,Thornhill,Ontario,L4J8T3,Canada,,,,3BHY433T,Dobore,,Ontario,L4J8T3,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,be1ff2dca70724e74c5f735ee580569f,2026-03-25 23:20:20,2026-03-25 23:20:20,1
96,West Grey Premium Beef Inc,Hwy 6 312706 RR 3,Durham,Ontario,N0G1R0,Canada,,,,3BJ37H74,,"312706 Hwy 6, Durham, Ontario, Canada, N0G1R0",Ontario,N0G1R0,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,531f6c9ff16a01aa45a6d726670bfa3d,2026-03-25 23:20:20,2026-03-25 23:20:20,1
97,C & H Enterprises Inc.,608 Queen St,Fredericton,New Brunswick,E3B1C2,Canada,,,,3BJ8LKMW,,,New Brunswick,E3B1C2,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,4c8c4c7352fde63a79ec2dcf1586d69e,2026-03-25 23:20:20,2026-03-25 23:20:20,1
98,Les Aliments Levitts (Canada) Inc.,7070 rue Saint-Patrick,Lasalle,Quebec,H8N1V2,Canada,,,,3BJ9VNWC,Levitts048 PR-05060,"7070 rue Saint-Patrick, Lasalle, Quebec, Canada, H8N1V2",Quebec,H8N1V2,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,e41b2bd04285534151387eb8362c6042,2026-03-25 23:20:20,2026-03-25 23:20:20,1
99,Lexunder Inc,"2769 W 15th St, Brooklyn, New York",United States,11224,,Canada,,,,3BJFYHWK,,,11224,,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,77bf3c273f8c121a87dbeb2b5380036e,2026-03-25 23:20:20,2026-03-25 23:20:20,1
100,9445-3347 Québec Inc.,1444 Rue Saint-Mathieu,Montréal,Quebec,H3H2H9,Canada,,,,3BJKDN8W,,,Quebec,H3H2H9,cfia_food_licences,https://apps.inspection.canada.ca/webapps/foodlicenceregistry/en/,2026-03-25T23:20:19.580739+00:00,20260325_232013,a16cae0d609d5d5b4cbf15099419bb38,2026-03-25 23:20:20,2026-03-25 23:20:20,1
